樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高m,胸高直徑cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
XD0HZ20069,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.24618,21.33758,19.004311,76.831333,1051216,,299629.3004,2768239.495,121.491752,25.021414
XD0HZ20070,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.21082,26.751592,23.826301,142.0335,1051216,,299630.5939,2768236.966,121.491765,25.021391
XD0HZ20071,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.67874,24.203822,21.557129,186.173,1051216,,299632.0299,2768233.734,121.491779,25.021362
XD0HZ20072,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.07106,24.840764,22.124422,179.595667,1051216,,299633.4032,2768229.72,121.491793,25.021325
XD0HZ20073,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.04037,21.815287,19.429781,125.245333,1051216,,299635.5634,2768227.334,121.491814,25.021304
XD0HZ20074,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.48388,22.929936,20.422543,110.94,1051216,,299635.6309,2768224.625,121.491814,25.021279
XD0HZ20075,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.15176,24.044586,21.415306,131.9718,1051216,,299637.2532,2768221.099,121.49183,25.021247
XD0HZ20076,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.27444,25.477707,22.691715,221.624,1051216,,299638.5466,2768218.051,121.491843,25.02122
XD0HZ20077,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.40048,22.929936,14.534974,159.793667,1051216,,299640.9503,2768209.988,121.491867,25.021147
XD0HZ20078,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.84029,22.133758,14.030287,125.523667,1051216,,299642.161,2768206.793,121.491878,25.021118
XD0HZ20079,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.01632,20.22293,12.819039,146.071667,1051216,,299643.2604,2768203.046,121.491889,25.021084
XD0HZ20080,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.02443,18.630573,18.753155,114.741667,1051216,,299645.9491,2768196.948,121.491916,25.021029
XD0HZ20081,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,6.87752,22.611465,21.94413,119.666,1051216,,299650.5323,2768192.299,121.491961,25.020987
XD0HZ20082,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.34831,24.840764,24.107636,187.389333,1051216,,299651.166,2768189.138,121.491967,25.020958
XD0HZ20083,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.58454,23.88535,23.180419,182.739333,1051216,,299652.3705,2768185.299,121.491979,25.020924
XD0HZ20084,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.39927,22.929936,22.253203,161.972333,1051216,,299653.8786,2768181.415,121.491994,25.020889
XD0HZ20085,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,2.69212,30.732484,29.825473,0,1051216,測量0.2m無托痕,299655.3806,2768177.227,121.492008,25.020851
XD0HZ20086,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.35591,23.089172,22.407739,137.783667,1051216,,299658.2379,2768172.266,121.492037,25.020806
XD0HZ20087,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.09889,23.726115,16.719414,200.181333,1051216,,299660.5359,2768161.484,121.492059,25.020708
XD0HZ20088,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.48692,23.566879,29.557201,354.4025,1051216,,299667.1994,2768153.032,121.492125,25.020632
XD0HZ20089,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.31264,25.636943,28.95024,177.496,1051216,,299668.7654,2768148.674,121.49214,25.020593
XD0HZ20090,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.28821,23.248408,28.865158,166.045667,1051216,,299669.2645,2768145.018,121.492145,25.02056
XD0HZ20091,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.81579,19.745223,27.219872,198.037333,1051216,,299671.3641,2768135.232,121.492165,25.020471
XD0HZ20092,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.86444,20.859873,27.389304,176.831,1051216,,299673.7399,2768131.311,121.492189,25.020436
XD0HZ20093,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.50801,22.770701,16.682958,142.71375,1051216,,299677.8318,2768118.089,121.492229,25.020316
XD0HZ20094,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.44098,23.726115,10.680563,170.037667,1051216,,299682.3879,2768112.729,121.492274,25.020268
XD0HZ20095,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.77412,24.840764,24.107636,0,1051216,,299659.4649,2768167.774,121.492049,25.020765
XD0HZ20096,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.32575,6.369427,18.402573,82.11575,1051227,,299998.0389,2767635.176,121.495384,25.015946
XD0HZ20097,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,8.9931,8.917197,31.074717,126.3728,1051227,,299997.4117,2767631.858,121.495378,25.015916
XD0HZ20098,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.61886,0,22.870779,45.9636,1051227,叢生,299992.6434,2767617.559,121.49533,25.015787
XD0HZ20099,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,8.17898,0,21.046559,73.768333,1051227,叢生,299993.9681,2767513.053,121.495339,25.014843
XD0HZ20100,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.51529,0,19.338719,95.595455,1051227,叢生,299993.7108,2767513.011,121.495337,25.014843
XD0HZ20101,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.34373,0,18.897252,34.511286,1051227,叢生,299993.9517,2767512.827,121.495339,25.014841
XD0HZ20102,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.75141,0,14.799815,64.8546,1051227,叢生,299994.0384,2767511.984,121.49534,25.014834
XD0HZ20103,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.51405,0,16.762278,91.3204,1051227,叢生,299993.3174,2767507.748,121.495332,25.014796
XD0HZ20104,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.36208,0,16.371221,71.874,1051227,叢生,299993.5259,2767505.903,121.495334,25.014779
XD0HZ20105,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.38091,0,11.273176,67.122,1051227,叢生,299994.982,2767503.425,121.495349,25.014756
XD0HZ20106,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.93501,0,15.272263,62.794167,1051227,叢生,299994.5663,2767500.99,121.495345,25.014735
XD0HZ20107,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.74049,7.961783,14.771715,84.401,1051227,,299995.167,2767500.227,121.495351,25.014728
XD0HZ20108,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.60527,0,14.42376,65.9004,1051227,叢生,299996.1096,2767500.036,121.49536,25.014726
XD0HZ20109,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.59339,0,14.39319,43.615556,1051227,叢生,299995.3183,2767499.311,121.495352,25.014719
XD0HZ20110,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.81633,0,17.54012,30.131571,1051227,叢生,299995.3549,2767498.51,121.495352,25.014712
XD0HZ20111,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.84098,0,15.030301,84.868545,1051227,叢生,299994.7041,2767496.192,121.495346,25.014691
XD0HZ20112,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.07935,0,15.643686,65.6076,1051227,叢生,299994.3098,2767493.198,121.495342,25.014664
XD0HZ20113,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.14638,0,19.720312,71.6626,1051227,叢生,299993.0863,2767483.079,121.495329,25.014573
XD0HZ20114,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.89078,0,18.900234,81.5884,1051227,叢生,299993.1689,2767479.419,121.49533,25.01454
XD0HZ20115,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.20123,0,19.896295,96.049667,1051227,叢生,299993.5089,2767476.724,121.495333,25.014515
XD0HZ20116,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.04399,0,19.391799,89.2805,1051227,叢生,299993.4292,2767474.017,121.495332,25.014491
XD0HZ20117,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.7114,0,18.324703,60.781636,1051227,叢生,299994.2208,2767471.452,121.49534,25.014468
XD0HZ20118,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.36545,0,20.423186,89.969,1051227,叢生,299994.3447,2767469.767,121.495341,25.014453
XD0HZ20119,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.61989,0,14.822655,53.1648,1051227,叢生,299994.0685,2767469.398,121.495339,25.014449
XD0HZ20120,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.58713,0,17.92599,98.185667,1051227,叢生,299993.9199,2767467.723,121.495337,25.014434
XD0HZ20121,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.90286,0,15.730548,83.4774,1051227,叢生,299994.0641,2767466.47,121.495338,25.014423
XD0HZ20122,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.49772,0,20.847566,76.2554,1051227,叢生,299994.3224,2767464.837,121.495341,25.014408
XD0HZ20123,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.14913,0,22.937578,118.8445,1051227,叢生,299994.4223,2767462.342,121.495342,25.014386
XD0HZ20124,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.05649,0,13.075255,92.77325,1051227,叢生,299992.6398,2767456.657,121.495324,25.014334
XD0HZ20125,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.89715,0,17.8349,70.437167,1051227,叢生,299992.8326,2767454.372,121.495326,25.014314
XD0HZ20126,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.74138,0,17.432105,158.770333,1051227,叢生,299992.8163,2767451.622,121.495325,25.014289
XD0HZ20127,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.98131,0,15.466688,74.0682,1051227,叢生,299991.9564,2767448.499,121.495317,25.014261
XD0HZ20128,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.56879,0,19.571651,108.826,1051227,叢生,299992.1596,2767443.399,121.495319,25.014215
XD0HZ20129,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.4381,0,16.647872,80,1051227,叢生,299992.7972,2767441.371,121.495325,25.014196
XD0HZ20130,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.04091,0,15.620804,118.807556,1051227,叢生,299992.6187,2767440.078,121.495323,25.014185
XD0HZ20131,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.48831,0,16.777707,64.828429,1051227,叢生,299992.2639,2767438.777,121.49532,25.014173
XD0HZ20132,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.68282,0,17.280678,74.663,1051227,叢生,299992.2596,2767432.782,121.495319,25.014119
XD0HZ20133,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.33849,0,16.390297,94.411,1051227,叢生,299991.6862,2767424.668,121.495313,25.014046
XD0HZ20134,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.7388,0,14.839597,75.9806,1051227,叢生,299993.2116,2767422.701,121.495328,25.014028
XD0HZ20135,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.94326,0,15.368297,142.35,1051227,叢生,299992.7513,2767421.141,121.495324,25.014014
XD0HZ20136,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.05465,0,7.895852,105.778,1051227,叢生,299991.313,2767416.307,121.495309,25.01397
XD0HZ20137,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.17721,0,21.880902,82.113,1051227,叢生,299991.9279,2767404.597,121.495315,25.013864
XD0HZ20138,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.29385,0,22.294064,89.0315,1051227,叢生,299992.4411,2767400.723,121.49532,25.013829
XD0HZ20139,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.90341,0,15.476685,87.8405,1051227,叢生,299991.811,2767392.321,121.495313,25.013754
XD0HZ20140,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.64998,0,17.433931,96.043,1051227,叢生,299991.705,2767389.152,121.495312,25.013725
XD0HZ20141,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.23665,0,16.350324,87.36725,1051227,叢生,299991.5621,2767386.558,121.495311,25.013702
XD0HZ20142,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.36396,0,16.684086,81.7376,1051227,叢生,299990.5866,2767384.757,121.495301,25.013685
XD0HZ20143,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.65148,0,20.059515,57.48075,1051227,叢生,299990.3397,2767382.853,121.495298,25.013668
XD0HZ20144,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.75514,9.872611,17.709624,108.332444,1051227,,299992.4371,2767380.704,121.495319,25.013649
XD0HZ20145,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.65458,0,17.445991,101.15525,1051227,叢生,299992.4091,2767378.841,121.495319,25.013632
XD0HZ20146,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.82407,0,16.160012,112.98475,1051227,叢生,300025.9865,2767377.325,121.495651,25.013617
XD0HZ20147,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.56998,0,12.680296,128.444333,1051227,叢生,300026.713,2767380.228,121.495659,25.013643
XD0HZ20148,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.56581,0,15.443419,58.084667,1051227,叢生,300028.0074,2767386.271,121.495672,25.013698
XD0HZ20149,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.9111,0,16.401494,59.297067,1051227,叢生,300027.7249,2767388.354,121.495669,25.013717
XD0HZ20150,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,2.33548,0,5.879932,0,1051227,無法測量,300026.8391,2767396.683,121.495661,25.013792
XD0HZ20151,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,2.16964,0,5.462404,0,1051227,無法測量,300026.4636,2767400.317,121.495657,25.013825
XD0HZ20152,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.52398,0,16.425128,79.2448,1051227,叢生,300028.4763,2767404.475,121.495677,25.013862
XD0HZ20153,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.48738,0,11.297673,50.752833,1051227,測量1.6m叢生,300027.7673,2767407.76,121.49567,25.013892
XD0HZ20154,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.81235,0,12.115835,32.813667,1051227,叢生,300029.2578,2767412.419,121.495685,25.013934
XD0HZ20155,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.58776,0,14.06805,57.170182,1051227,叢生,300027.9294,2767415.64,121.495672,25.013963
XD0HZ20156,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.04724,0,15.224862,113.35525,1051227,叢生,300028.1231,2767417.941,121.495674,25.013984
XD0HZ20157,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.21636,0,10.615338,55.59975,1051227,叢生,300028.924,2767430.853,121.495682,25.0141
XD0HZ20158,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.06757,0,15.276046,62.315846,1051227,叢生,300028.9023,2767434.753,121.495682,25.014135
XD0HZ20159,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.48751,0,16.33331,66.3682,1051227,叢生,300027.565,2767436.911,121.495669,25.014155
XD0HZ20160,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.7271,0,14.41886,52.727333,1051227,叢生,300028.3589,2767440.634,121.495677,25.014189
XD0HZ20161,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.03526,0,15.1947,57.397167,1051227,叢生,300028.2231,2767448.887,121.495676,25.014263
XD0HZ20162,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.29895,0,13.340926,98.67775,1051227,叢生,300027.0407,2767449.947,121.495665,25.014273
XD0HZ20163,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,4.50846,0,11.350745,78.4616,1051227,叢生,300028.158,2767453.147,121.495676,25.014301
XD0HZ20164,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.51677,0,13.889321,53.876333,1051227,叢生,300028.3825,2767460.517,121.495678,25.014368
XD0HZ20165,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,5.99233,0,15.086617,149.164333,1051227,叢生,300028.6714,2767463.511,121.495681,25.014395
XD0HZ20166,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.25854,0,18.274497,81.777636,1051227,叢生,300028.248,2767464.714,121.495677,25.014406
XD0HZ20167,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,8.18394,0,20.604334,138.755,1051227,叢生,300027.8644,2767467.185,121.495673,25.014428
XD0HZ20168,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.15647,0,15.499865,65.867857,1051227,叢生,300030.5596,2767472.504,121.4957,25.014476
XD0HZ20169,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,11.4179,8.757962,54.17309,94.328333,1051227,,300028.7554,2767506.872,121.495684,25.014786
XD0HZ20170,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.87716,0,32.629206,157.89475,1051227,DBH<6,300027.1913,2767507.332,121.495668,25.014791
XD0HZ20171,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.06214,6.847134,33.506857,176.01125,1051227,,300025.2569,2767507.168,121.495649,25.014789
XD0HZ20172,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,7.96194,0,37.776027,96.997167,1051227,叢生,300025.475,2767508.526,121.495651,25.014802
XD0HZ20173,黃椰子,Chrysalidocarpus,棕櫚科,華中,高灘地南區管理站,6.97072,0,33.073108,69.7402,1051227,,300028.9061,2767514.816,121.495685,25.014858
XD0HZ20174,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,6.13641,32.324841,3.60486,149.373,1051227,,300054.421,2767634.971,121.495943,25.015942
XD0HZ20175,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.29977,34.394904,1.383824,97.6945,1051227,,300054.0846,2767639.622,121.495939,25.015984
XD0HZ20176,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.84407,27.547771,1.683939,100.7095,1051227,,300057.9988,2767638.292,121.495978,25.015972
XD0HZ20177,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.15873,20.063694,0.534332,89.8316,1051228,,300308.503,2767652.847,121.498461,25.016095
XD0HZ20178,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.68348,19.585987,0.538707,71.082667,1051228,,300306.7287,2767653.406,121.498443,25.0161
XD0HZ20179,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.10967,20.063694,0.481971,104.368,1051228,,300304.911,2767653.435,121.498425,25.016101
XD0HZ20180,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.14962,16.242038,0.591211,133.160667,1051228,,300302.5533,2767652.803,121.498402,25.016095
XD0HZ20181,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,2.74147,19.745223,0.835952,58.716,1051228,,300300.9758,2767653.149,121.498386,25.016098
XD0HZ20182,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,4.08438,17.515924,0.438025,125.3505,1051228,,300299.4655,2767653.307,121.498371,25.0161
XD0HZ20183,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,2.65841,22.611465,0.565451,85.4396,1051228,,300299.4358,2767653.012,121.498371,25.016097
XD0HZ20184,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.16549,23.566879,1.115385,113.1525,1051228,測量1.1m,300300.6099,2767650.652,121.498382,25.016076
XD0HZ20185,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.27368,22.611465,1.041319,117.5105,1051228,,300294.5814,2767649.765,121.498322,25.016068
XD0HZ20186,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,2.8814,16.878981,1.061105,124.641333,1051228,測量1m,300295.6295,2767648.324,121.498333,25.016055
XD0HZ20187,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.5956,18.789809,1.18123,90.382,1051228,,300296.0184,2767647.216,121.498337,25.016045
XD0HZ20188,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.39812,28.025478,0.960011,103.2972,1051228,,300296.653,2767644.136,121.498343,25.016017
XD0HZ20189,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.58725,14.012739,0.480006,223.757,1051228,,300296.8483,2767643.459,121.498345,25.016011
XD0HZ20190,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.52248,16.401274,0.46155,227.336,1051228,,300297.7058,2767641.9,121.498353,25.015997
XD0HZ20191,棍棒椰子,Mascarena verschaffeltii,棕櫚科,華中,高灘地南區管理站,3.21602,22.292994,0.62735,86.4828,1051228,,300297.8981,2767641.428,121.498355,25.015992
XD0HZ20192,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,5.06645,25.796178,32.224721,106.422,1051229,,300670.0548,2767715.832,121.502045,25.016652
XD0HZ20193,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.86547,23.88535,29.837704,103.203,1051229,,300674.3116,2767718.179,121.502087,25.016673
XD0HZ20194,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,5.15839,27.229299,34.014983,96.882,1051229,,300679.2194,2767720.401,121.502136,25.016693
XD0HZ20195,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.33214,26.751592,33.418229,60.8885,1051229,,300681.4591,2767722.287,121.502158,25.01671
XD0HZ20196,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.77461,0,26.736724,0,1051229,無法測量,300720.3282,2767794.622,121.502546,25.017361
XD0HZ20197,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,3.63361,23.407643,7.569515,81.4837,1051229,測量1m,300363.9589,2767400.465,121.499001,25.013815
XD0HZ20198,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,3.84112,23.566879,18.561032,119.601,1051229,,300333.7729,2767384.773,121.498701,25.013674
XD0HZ20199,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.53497,29.458599,15.01284,132.218,1051229,,300333.8889,2767376.708,121.498702,25.013601
XD0HZ20200,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.97396,26.11465,16.434545,147.117,1051229,,300330.9675,2767411.865,121.498674,25.013919
XD0HZ20201,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,4.71246,26.751592,15.23514,164.783,1051229,,300336.6359,2767410.835,121.49873,25.013909
XD0HZ20202,羅比親王海棗,Phoenix humilis,棕櫚科,華中,高灘地南區管理站,3.80653,10.031847,14.246818,0,1051229,,300335.9034,2767557.986,121.498729,25.015238
XD0HZ20203,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,3.66957,25.477707,9.130461,113.11,1051229,,300297.2196,2767529.934,121.498344,25.014986
